ID,Name,Gender,Age,Rating,Degree,Start_Date,Retired,Division,Salary
8634,"Mondragon Herrera, Leticia",Female,41,7,Bachelor's,2/23/2001,FALSE,Operations,116811
8729,"el-Jalali, Shabaan",Male,52,3,Associate's,2/23/1990,FALSE,Operations,127443
4367,"Shields, Ja Von",Male,45,8,High School,2/23/1995,FALSE,Operations,148830
5233,"Teuton, Toni",Female,41,6,High School,2/23/2001,FALSE,Operations,104780
7420,"Engleman, Sophia",Female,62,4,Master's,2/23/1982,FALSE,Sales,204113
5315,"Archuleta, Breanna",Female,52,10,Associate's,2/23/1988,FALSE,Sales,167398
7879,"Spence, Morgan",Male,33,7,Bachelor's,2/23/2008,FALSE,Engineering,119998
9407,"Garcia, Antoinette",Female,28,8,Bachelor's,2/23/2012,FALSE,Engineering,133554
8546,"Palacios, Beatriz",Female,59,7,Ph.D,2/23/1982,FALSE,Engineering,186553
5423,"Burton, Richard",Male,49,5,Master's,2/23/1989,FALSE,Engineering,189018
2967,"Jones, Dominique",Female,31,8,Ph.D,2/23/2010,FALSE,Corporate,142446
9584,"Durham, Edword",Male,47,7,Ph.D,2/23/1994,FALSE,Engineering,188406
2603,"Miller, Hope",Female,48,8,High School,2/23/1992,FALSE,Operations,158408
3372,"Cordova, Diana",Female,61,9,High School,2/23/1979,FALSE,Sales,217612
9831,"Saager, Nicholas",Male,59,3,Ph.D,2/23/1981,FALSE,Engineering,213232
3440,"Tolliver, Makayla",Female,44,4,Bachelor's,2/23/1996,FALSE,Sales,121376
1256,"Bell, Dion",Male,52,7,Associate's,2/23/1989,FALSE,Sales,186747
2248,"Marks, Macy",Female,43,7,Associate's,2/23/1998,FALSE,Human Resources,167504
6091,"Martinez, Alisha",Female,63,6,Master's,2/23/1978,TRUE,Engineering,
8309,"Stirmers, Sierra",Female,26,7,High School,2/23/2014,FALSE,Operations,66242
3240,"Steggall, Shai",Female,25,7,Master's,2/23/2017,FALSE,Operations,117062
6001,"el-Atallah, Sabreen",Female,29,7,Ph.D,2/23/2013,FALSE,Engineering,164541
8294,"Tran, Brandon",Male,59,3,High School,2/23/1982,FALSE,Operations,110718
5565,"Blackwater, Rashiah",Female,48,7,High School,2/23/1992,FALSE,Operations,139975
8110,"Zou, Karthik",Male,62,8,Master's,2/23/1979,FALSE,Sales,176363
4742,"Shin, Sarah",Female,52,7,Bachelor's,2/23/1990,FALSE,Engineering,175687
6954,"Salazar Balbuena, Cristiana",Female,48,6,Master's,2/23/1993,FALSE,Engineering,183729
4244,"Nored, Christina",Female,36,7,Bachelor's,2/23/2004,FALSE,Human Resources,146872
3407,"Fryer, Ariana",Female,43,5,Ph.D,2/23/1998,FALSE,Engineering,168957
5934,"Green, Vanessa",Female,50,6,Bachelor's,2/23/1990,FALSE,Operations,144467
2051,"Valdez, Kayla",Female,33,6,Master's,2/23/2007,FALSE,Accounting,148635
2252,"Perez, Alexis",Male,28,9,Bachelor's,2/23/2011,FALSE,Corporate,188263
3791,"Ayon, Stacey",Female,61,2,High School,2/23/1980,FALSE,Operations,113577
6836,"Jones-Quintana, Gabriel",Male,33,10,Associate's,2/23/2008,FALSE,Operations,119614
1790,"el-Shaheen, Ghaali",Male,42,4,Associate's,2/23/1999,FALSE,Sales,116666
6523,"Schweiger, Sorcha",Female,40,7,Master's,2/23/2003,FALSE,Human Resources,150163
2538,"Singh, Stephen",Male,63,8,Ph.D,2/23/1979,TRUE,Engineering,
3655,"Quintana Jr, Raymond",Male,43,8,Master's,2/23/2000,FALSE,Sales,146024
2559,"Holiday, Emma",Female,65,7,Bachelor's,2/23/1975,TRUE,Operations,
6211,"Io, Anthony",Male,60,10,Associate's,2/23/1982,TRUE,Human Resources,
5434,"al-Mannan, Jumail",Male,51,4,Master's,2/23/1992,FALSE,Accounting,186645
1889,"Clark, Kyle",Male,51,8,High School,2/23/1990,FALSE,Operations,133926
3505,"Mccrae, Timothy",Male,32,9,Master's,2/23/2009,FALSE,Human Resources,126145
4694,"Yost, Daniel",Male,54,4,Associate's,2/23/1986,FALSE,Operations,142127
7225,"Duran, Janet",Female,48,9,Associate's,2/23/1993,FALSE,Sales,158146
2792,"Martinez, Tyrel",Male,62,7,Bachelor's,2/23/1979,FALSE,Corporate,242122
9617,"Ho, Madison",Female,29,5,Master's,2/23/2012,FALSE,Engineering,120591
8083,"Bennett, Megan",Female,39,5,Ph.D,2/23/2002,FALSE,Corporate,122563
7188,"Klein, Joshua",Male,58,9,Bachelor's,2/23/1983,FALSE,Corporate,209903
7491,"Bhattacharya, Margaret",Female,30,8,Ph.D,2/23/2010,FALSE,Engineering,194159
5190,"Yoon, David",Male,52,5,High School,2/23/1987,FALSE,Sales,149025
2599,"Vela-Tapia, Ricardo",Male,58,10,High School,2/23/1984,FALSE,Operations,193866
3943,"Garcia, K'Lyn",Female,38,8,Bachelor's,2/23/2002,FALSE,Human Resources,154135
8362,"Carroll, Zachary",Male,46,6,Associate's,2/23/1993,FALSE,Operations,150184
3426,"Lawrence, Hawe",Male,53,7,Associate's,2/23/1989,FALSE,Operations,160109
8616,"Munoz-Lerma, Gabriel",Male,36,7,Master's,2/23/2006,FALSE,Human Resources,147545
1413,"Tanner, Sean",Male,25,2,Associate's,2/23/2016,FALSE,Operations,61869
5759,"Luellen, Lauryn",Female,30,7,Ph.D,2/23/2010,FALSE,Engineering,162356
8124,"Bueno-Bogarin, Cesar",Male,55,6,High School,2/23/1986,FALSE,Sales,203598
4299,"Ochoa, Delicia",Female,30,8,Ph.D,2/23/2010,FALSE,Engineering,138523
2623,"Chafin, Talia",Female,37,8,Associate's,2/23/2005,FALSE,Operations,124407
9572,"Ahn, Deven",Male,31,4,Associate's,2/23/2012,FALSE,Operations,91003
5188,"Smith, John",Male,32,9,High School,2/23/2009,FALSE,Operations,86807
6657,"Barrera, Antonio",Male,57,6,High School,2/23/1983,FALSE,Operations,149475
4491,"Pomeroy, David",Male,44,7,Associate's,2/23/1997,FALSE,Operations,112645
4030,"Karp, Darrin",Male,55,6,High School,2/23/1986,FALSE,Operations,161793
1530,"Cusworth, Vanessa",Female,43,8,High School,2/23/1997,FALSE,Operations,134959
6886,"el-Hatem, Siddeeqi",Male,46,7,Bachelor's,2/23/1995,FALSE,Engineering,172507
7504,"Blackwell, Ciarra",Female,35,7,Ph.D,2/23/2006,FALSE,Engineering,119514
1123,"Leclaire, Amanda",Female,41,6,Master's,2/23/2000,FALSE,Operations,155885
2968,"el-Fahs, Lutfiyya",Female,36,8,Bachelor's,2/23/2004,FALSE,Sales,155027
9255,"Elder, Yudania-Marie",Female,37,7,Bachelor's,2/23/2004,FALSE,Operations,107095
2071,"el-Siddiqui, Haazim",Male,45,7,High School,2/23/1996,FALSE,Sales,195814
8793,"Lewis, Christopher",Male,57,5,Ph.D,2/23/1981,FALSE,Corporate,198514
8044,"al-Wahba, Fawzia",Female,32,8,High School,2/23/2009,FALSE,Sales,104917
2482,"Velasquez, Joseph",Male,28,2,Ph.D,2/23/2011,FALSE,Engineering,129618
9239,"Montoya, Luke",Male,61,6,Bachelor's,2/23/1981,TRUE,Sales,
6280,"al-Hoda, Hakam",Male,47,7,High School,2/23/1995,FALSE,Operations,148447
9322,"Walker, Ayanna",Female,54,7,Ph.D,2/23/1987,FALSE,Corporate,167652
2999,"Vang, Enrico",Male,47,6,Associate's,2/23/1994,FALSE,Human Resources,154008
2593,"el-Hakeem, Bilaal",Male,47,7,Bachelor's,2/23/1995,FALSE,Engineering,186793
1402,"Law, Te",Male,52,5,Master's,2/23/1989,FALSE,Engineering,184797
7392,"Nishida, Parisa",Female,44,7,Master's,2/23/1998,FALSE,Engineering,185947
7537,"Martin, Sarai",Female,27,5,Bachelor's,2/23/2012,FALSE,Corporate,116137
4790,"Martin, Danielle",Female,57,7,Bachelor's,2/23/1985,FALSE,Sales,191878
4311,"el-Tabatabai, Zuraara",Male,48,7,Bachelor's,2/23/1993,FALSE,Sales,159940
3864,"Boykin, Steven",Male,48,7,Master's,2/23/1993,FALSE,Operations,151999
5415,"Levine, Molly",Female,32,8,Master's,2/23/2009,FALSE,Accounting,102563
7931,"Krabbenhoft, Haley",Female,62,6,Ph.D,2/23/1979,FALSE,Engineering,222867
8906,"Liptrap, Katie",Female,50,8,Bachelor's,2/23/1991,FALSE,Accounting,139800
8709,"Berhe, Macklin",Male,64,7,Ph.D,2/23/1976,TRUE,Engineering,
8471,"York, Jericho",Male,55,10,Associate's,2/23/1985,FALSE,Sales,181690
1470,"al-Hashmi, Mushtaaqa",Female,32,5,High School,2/23/2008,FALSE,Operations,98985
2350,"Albillo, Stephanie",Female,29,6,Bachelor's,2/23/2012,FALSE,Sales,126367
5053,"Dubus, John",Male,34,8,Associate's,2/23/2007,FALSE,Operations,123546
9419,"Martinez, Celena",Female,52,7,Ph.D,2/23/1988,FALSE,Engineering,221197
1279,"Sanchez, Ernesto",Male,49,6,Bachelor's,2/23/1993,FALSE,Sales,190101
2174,"Herrera, Mirissa",Female,61,4,Associate's,2/23/1980,TRUE,Operations,
8684,"Luevanos, Nicole",Female,59,5,High School,2/23/1981,FALSE,Operations,155603
2649,"Malik, Elizabeth",Female,35,5,Ph.D,2/23/2005,FALSE,Corporate,148384
2321,"Ross, Jonathan",Male,50,8,High School,2/23/1991,FALSE,Sales,123542
5050,"el-Rauf, Aatika",Female,29,7,Bachelor's,2/23/2012,FALSE,Sales,159777
4980,"Richter, Steven",Male,64,7,Bachelor's,2/23/1976,TRUE,Sales,
8371,"el-Shareef, Mawhiba",Female,57,10,High School,2/23/1985,FALSE,Operations,161099
5649,"Villa, Deanna",Female,49,7,Associate's,2/23/1992,FALSE,Operations,169625
1624,"Chavez, Rebecca",Female,64,7,High School,2/23/1978,FALSE,Sales,189666
7793,"Hoang, Luke",Male,36,7,Ph.D,2/23/2005,FALSE,Engineering,170876
2973,"Castillo, Cruz",Male,58,5,Ph.D,2/23/1983,FALSE,Engineering,193945
7215,"Montoya, Benjamin",Male,64,6,Associate's,2/23/1977,FALSE,Human Resources,199952
2773,"Lehnhausen, Ace",Male,62,10,Associate's,2/23/1979,TRUE,Human Resources,
9585,"el-Zadeh, Yaasmeena",Female,51,6,Master's,2/23/1990,FALSE,Accounting,154207
7703,"Gural, Luke",Male,41,5,High School,2/23/2001,FALSE,Sales,81453
5869,"Hart, Kyle",Male,47,6,Master's,2/23/1995,FALSE,Engineering,178708
5317,"Vong Vi Chith, Seiyoung",Female,35,7,High School,2/23/2007,FALSE,Operations,62121
3223,"Burden, Bryan",Male,45,8,Associate's,2/23/1998,FALSE,Operations,117171
2048,"Beyene, Trevares",Male,52,7,Master's,2/23/1989,FALSE,Sales,165096
1747,"Crozier, Tyler",Male,50,9,High School,2/23/1994,FALSE,Operations,181636
8893,"Cumber, Kiana",Female,50,5,Bachelor's,2/23/1990,FALSE,Engineering,204502
3075,"Vo, Sean",Male,56,8,Ph.D,2/23/1983,FALSE,Corporate,200496
1540,"Augustine, Travis",Male,57,7,Associate's,2/23/1984,FALSE,Operations,169451
9101,"Gilbert, Dylan",Male,64,6,High School,2/23/1978,FALSE,Sales,184724
1448,"Graves, Chloe",Female,36,4,Associate's,2/23/2004,FALSE,Sales,100221
2191,"Nguyen, Joshua",Male,64,7,Bachelor's,2/23/1977,TRUE,Human Resources,
8468,"al-Beshara, Jumail",Male,45,9,Bachelor's,2/23/1995,FALSE,Corporate,156433
2069,"Pasillas, Vereniz",Female,59,9,High School,2/23/1983,FALSE,Operations,158274
5731,"el-Khawaja, Uwais",Male,28,7,Master's,2/23/2012,FALSE,Accounting,157856
6579,"Guimont, Mercelia",Female,49,7,Master's,2/23/1993,FALSE,Corporate,159545
4828,"Green, Isaac",Male,59,8,High School,2/23/1981,FALSE,Operations,148744
4654,"Crum, Codie",Male,42,7,High School,2/23/1998,FALSE,Operations,153992
3258,"Greenlee, Don",Male,64,10,Associate's,2/23/1978,FALSE,Operations,217075
7730,"Kent, Micah",Male,27,7,Ph.D,2/23/2014,FALSE,Engineering,138429
9684,"Gaddipati, Ronald",Male,31,8,Ph.D,2/23/2011,FALSE,Engineering,151721
5937,"Watson, Mark",Male,55,8,Ph.D,2/23/1986,FALSE,Corporate,225380
3993,"Thesz, Andy",Male,57,10,Ph.D,2/23/1981,FALSE,Engineering,222243
3701,"al-Saber, Mahaa",Female,57,2,Ph.D,2/23/1985,FALSE,Engineering,167274
1420,"Quenzer, William",Male,61,8,Bachelor's,2/23/1978,TRUE,Sales,
1744,"el-Abad, Abdur Rasheed",Male,50,7,Ph.D,2/23/1990,FALSE,Engineering,200287
8996,"Moktader, Vy",Female,27,4,Ph.D,2/23/2015,FALSE,Corporate,178334
1554,"el-Samara, Aasima",Female,27,2,Ph.D,2/23/2015,FALSE,Engineering,82583
2846,"el-Sheikh, Baheej",Male,64,7,Ph.D,2/23/1978,FALSE,Engineering,219929
6536,"Adame, Rachael",Female,28,6,Master's,2/23/2013,FALSE,Corporate,130972
6015,"Metzger, Havannah",Female,39,3,High School,2/23/2001,FALSE,Operations,59671
6976,"Rosa, Matthew",Male,62,8,High School,2/23/1979,TRUE,Operations,
7422,"Waldon, Grant",Male,26,7,Master's,2/23/2015,FALSE,Sales,98081
8774,"el-Pirani, Ghaali",Male,32,5,Associate's,2/23/2010,FALSE,Human Resources,108974
2643,"Christensen, Lyndee",Female,39,10,Bachelor's,2/23/2003,FALSE,Accounting,180326
2325,"Siirola, Megan",Female,58,5,Ph.D,2/23/1983,FALSE,Engineering,235687
5785,"el-Ahmed, Sadi",Male,27,7,Associate's,2/23/2014,FALSE,Operations,112333
7240,"el-Sham, Imtinaan",Female,51,8,Bachelor's,2/23/1991,FALSE,Sales,161096
1228,"Luevano, Jorge",Male,37,8,High School,2/23/2002,FALSE,Sales,154109
6740,"Gates, Chase",Male,49,7,Ph.D,2/23/1994,FALSE,Engineering,213571
1607,"el-Samara, Waliyya",Female,32,2,Master's,2/23/2009,FALSE,Sales,131045
9053,"Chu, Jun-Wo",Male,45,7,Master's,2/23/1997,FALSE,Engineering,176280
2287,"Salazar, David",Male,30,5,Ph.D,2/23/2011,FALSE,Engineering,158129
7887,"Selfe, Marcus",Male,34,10,Master's,2/23/2008,FALSE,Accounting,167092
4154,"Gutierez, Jovaun",Male,57,7,Ph.D,2/23/1984,FALSE,Engineering,221598
3171,"al-Ismael, Neeshaan",Male,62,7,Associate's,2/23/1979,TRUE,Operations,
7395,"Nakata, Melina",Female,45,6,Bachelor's,2/23/1996,FALSE,Engineering,130878
8438,"Trujillo, Gabriela",Female,36,7,Bachelor's,2/23/2005,FALSE,Engineering,125272
4056,"Wilson, Unique",Female,57,10,Bachelor's,2/23/1984,FALSE,Engineering,202733
4407,"Ross, Caitlyn",Female,65,7,Bachelor's,2/23/1975,TRUE,Corporate,
3931,"Renteria, Joshua",Male,42,7,Associate's,2/23/2000,FALSE,Operations,138686
8023,"Banks, Julian",Male,48,9,High School,2/23/1992,FALSE,Operations,156792
7718,"Gallegos, Brandi",Female,55,9,Master's,2/23/1987,FALSE,Human Resources,176604
5391,"Roker, Devante",Male,63,6,Associate's,2/23/1976,TRUE,Sales,
5879,"Wheeler, Jacob",Male,51,5,High School,2/23/1988,FALSE,Sales,202804
2429,"Begaye, Malakye",Male,52,10,High School,2/23/1990,FALSE,Operations,141473
2185,"Schneider, Miguel",Male,36,9,Master's,2/23/2005,FALSE,Human Resources,183450
9079,"Homes, Marion",Male,37,9,Associate's,2/23/2003,FALSE,Operations,139126
5517,"Ramirez Segura, Ashley",Female,43,7,High School,2/23/2001,FALSE,Operations,113708
7246,"el-Rahaman, Fakeeha",Female,62,7,Master's,2/23/1978,TRUE,Corporate,
1610,"Montoya, Justin",Male,31,9,Bachelor's,2/23/2009,FALSE,Sales,144954
8545,"Hernandez, Joshua",Male,28,7,High School,2/23/2014,FALSE,Operations,78631
1204,"Mcgee, Ashley",Female,46,7,Associate's,2/23/1995,FALSE,Operations,130780
3903,"Angwin, Emily",Female,57,6,Master's,2/23/1981,FALSE,Corporate,192477
8166,"Calano, Allison",Female,64,8,Master's,2/23/1977,FALSE,Sales,190820
6729,"Jones, Morgan",Female,33,8,Associate's,2/23/2009,FALSE,Operations,133879
9421,"Ashley, Dylan",Male,50,5,Associate's,2/23/1992,FALSE,Operations,92162
3823,"Hernandez Badena, Francisco",Male,62,8,Master's,2/23/1980,TRUE,Operations,
2018,"Zhang, Tyler",Male,35,9,High School,2/23/2005,FALSE,Operations,108669
8656,"Whiteskunk, Matthew",Male,39,3,High School,2/23/2004,FALSE,Sales,82596
3227,"Thompson, Alexander",Male,55,8,Ph.D,2/23/1987,FALSE,Corporate,205189
4682,"Gonzalez, Erica",Female,33,8,Bachelor's,2/23/2007,FALSE,Sales,147742
1106,"Reyes, Kendal",Male,28,8,Ph.D,2/23/2012,FALSE,Engineering,162355
8963,"Wilson, Britney",Female,57,6,High School,2/23/1983,FALSE,Operations,145880
1225,"Ayuby, Matthew",Male,42,7,High School,2/23/2001,FALSE,Operations,110910
5548,"Wade, Ariana",Female,31,4,Associate's,2/23/2012,FALSE,Operations,152128
5245,"Gowen, Hannah",Female,65,7,Bachelor's,2/23/1975,FALSE,Accounting,191765
1645,"Bell, Barbara",Female,53,8,Bachelor's,2/23/1988,FALSE,Engineering,168786
1949,"Fiedler, Shanice",Female,61,10,Associate's,2/23/1981,FALSE,Operations,176336
6065,"Arthur, Ashlee",Female,39,9,High School,2/23/2003,FALSE,Operations,146812
4411,"Ryan, Dillon",Male,54,7,Bachelor's,2/23/1987,FALSE,Corporate,180819
2195,"Rojas, Raymundo",Male,29,5,High School,2/23/2014,FALSE,Operations,138826
8183,"Laner, Damon",Male,51,7,Master's,2/23/1989,FALSE,Operations,160749
6853,"el-Nassif, Naseeba",Female,33,7,Bachelor's,2/23/2007,FALSE,Sales,138075
6026,"James, Tyler",Female,28,7,Master's,2/23/2012,FALSE,Corporate,176235
9292,"Suazo Reyes, Edgar",Male,34,6,Associate's,2/23/2007,FALSE,Operations,126135
1862,"Zahir, Gary",Male,55,8,Bachelor's,2/23/1988,FALSE,Sales,208372
5788,"Polliard, Isabelle",Female,51,3,Associate's,2/23/1991,FALSE,Operations,133467
5147,"Buckwalter, Andrew",Male,31,8,Master's,2/23/2010,FALSE,Engineering,146529
1653,"Dreiling, Gene",Female,52,7,Ph.D,2/23/1988,FALSE,Engineering,216382
5407,"al-Salah, Taqiyya",Female,33,7,Ph.D,2/23/2008,FALSE,Corporate,128531
6403,"al-Sahli, Zahraaa",Female,58,10,Ph.D,2/23/1984,FALSE,Corporate,210069
3329,"Benisrael, Michael",Male,40,8,Bachelor's,2/23/2003,FALSE,Corporate,161130
5056,"Bejarano, Jose",Male,28,5,Associate's,2/23/2013,FALSE,Operations,104633
5373,"Lara, Dulce",Female,39,8,Ph.D,2/23/2001,FALSE,Engineering,174214
7772,"Martin, Benny",Male,33,7,Associate's,2/23/2008,FALSE,Operations,99828
2444,"Reese, Dyonta",Male,33,6,Associate's,2/23/2005,FALSE,Human Resources,101916
7505,"Simmons, Mckenzie",Male,41,7,Ph.D,2/23/2001,FALSE,Engineering,152962
8449,"Medina, Lizbeth",Female,35,9,Bachelor's,2/23/2007,FALSE,Sales,115308
6894,"Mandell, Traivon",Male,27,5,Associate's,2/23/2013,FALSE,Human Resources,148888
2705,"Muhumed, Javon",Male,55,8,Associate's,2/23/1986,FALSE,Operations,160524
2676,"al-Samaan, Nuha",Female,33,7,Associate's,2/23/2009,FALSE,Operations,109548
6545,"Lynn, Kayla",Female,29,9,Master's,2/23/2011,FALSE,Corporate,148510
7096,"Hunt, Antonio",Male,54,7,Associate's,2/23/1988,FALSE,Sales,156256
8989,"Pavlenko, Kristen",Female,49,8,Associate's,2/23/1991,FALSE,Operations,162674
6688,"Cook, Anna",Female,30,3,Associate's,2/23/2011,FALSE,Human Resources,129479
5451,"Moore, Kaleb",Male,38,5,Ph.D,2/23/2004,FALSE,Corporate,122925
5645,"Yoshida, Aaron",Male,57,6,Ph.D,2/23/1986,FALSE,Engineering,195793
1495,"Hussein, Yani",Female,55,8,High School,2/23/1987,FALSE,Operations,117497
3455,"Beaver, James",Male,32,10,Master's,2/23/2008,FALSE,Accounting,178226
3679,"Pender, Tyler",Male,28,10,Associate's,2/23/2012,FALSE,Operations,106565
5206,"King, Jiyoon",Female,39,9,High School,2/23/2002,FALSE,Operations,110892
6146,"Gallo, Emily",Female,64,6,Ph.D,2/23/1978,FALSE,Engineering,221992
8507,"Seedorf, Haley",Female,54,7,Ph.D,2/23/1985,FALSE,Engineering,201310
6706,"Zhu, Hung",Male,48,8,Ph.D,2/23/1992,FALSE,Engineering,195829
4892,"Morris, Jaymon",Male,38,5,Associate's,2/23/2005,FALSE,Operations,127796
8006,"Martinez Guzman, Ferdinando",Male,38,8,Ph.D,2/23/2003,FALSE,Corporate,168252
3281,"el-Rasheed, Khaleefa",Male,56,7,Ph.D,2/23/1984,FALSE,Engineering,241570
4674,"Patel, Elijah",Male,57,8,High School,2/23/1981,FALSE,Operations,167540
7671,"Burgoyne, Jeanette",Female,53,9,High School,2/23/1988,FALSE,Operations,126220
3136,"el-Haidar, Abdul Baari",Male,63,8,Associate's,2/23/1976,TRUE,Operations,
6245,"Gibson, Rebecca",Female,62,7,Associate's,2/23/1977,FALSE,Operations,149616
4670,"Clark, Brytneigh",Female,27,4,Bachelor's,2/23/2013,FALSE,Human Resources,111964
1807,"Coleman, Carleon",Male,33,10,Bachelor's,2/23/2008,FALSE,Human Resources,154393
4923,"el-Huq, Lutfi",Male,29,5,High School,2/23/2011,FALSE,Operations,95425
9371,"Albright-Linzy, Meghan",Female,62,7,Master's,2/23/1978,TRUE,Corporate,
4806,"Cox, Reginald",Male,46,6,High School,2/23/1995,FALSE,Sales,159911
8539,"Nugent, Morgan",Female,43,10,Master's,2/23/1998,FALSE,Sales,167074
1754,"Gonzalez, Heidy",Female,64,10,Bachelor's,2/23/1978,TRUE,Engineering,
9969,"Nickle, Dillon",Male,35,9,Master's,2/23/2006,FALSE,Corporate,166248
5078,"Anderson, D'Vonte",Male,27,7,Bachelor's,2/23/2012,FALSE,Corporate,141768
1174,"el-Rafiq, Ishaaq",Male,47,10,Bachelor's,2/23/1995,FALSE,Human Resources,186514
8304,"Carpinelli, Sabine",Female,64,5,Bachelor's,2/23/1977,FALSE,Accounting,199151
4477,"Duvall-Nguyen, Taya",Female,38,8,Ph.D,2/23/2002,FALSE,Engineering,193079
5531,"Phillips, Rick",Male,44,2,Associate's,2/23/1996,FALSE,Operations,99898
8681,"el-Mahfouz, Shujaa",Male,48,8,Master's,2/23/1993,FALSE,Engineering,180797
1276,"Hoang, Geya",Female,31,4,Master's,2/23/2009,FALSE,Accounting,111756
5642,"Andrew, Conan",Male,34,7,High School,2/23/2007,FALSE,Operations,115292
3125,"Lynch, Mark",Male,44,7,Ph.D,2/23/1998,FALSE,Engineering,162394
2461,"Boese, Monica",Female,64,7,Bachelor's,2/23/1977,TRUE,Accounting,
1849,"al-Soliman, Shameem",Male,41,5,Bachelor's,2/23/2000,FALSE,Sales,136429
6437,"Garcia, Roman",Male,48,8,Ph.D,2/23/1992,FALSE,Engineering,216808
2488,"Burke, Jacob",Male,49,7,High School,2/23/1993,FALSE,Operations,145989
8647,"Ramirez, Danielle",Female,40,6,High School,2/23/2000,FALSE,Operations,95365
8485,"Czeczuga, Travis",Male,37,9,High School,2/23/2006,FALSE,Operations,123917
2587,"Sarwana, Angela",Female,34,6,Master's,2/23/2007,FALSE,Human Resources,152444
9229,"Arfsten, Daniel",Male,43,7,High School,2/23/2000,FALSE,Sales,193490
8431,"Haldeman, Shyenne",Female,32,7,Associate's,2/23/2009,FALSE,Sales,134735
6188,"Mccoy, Morgan",Male,50,3,Associate's,2/23/1991,FALSE,Operations,132965
7410,"el-Akhtar, Humaina",Female,39,4,Master's,2/23/2003,FALSE,Engineering,163369
1337,"Barraza, Daniel",Male,47,5,Master's,2/23/1995,FALSE,Engineering,198334
5607,"Whiting, Morgan",Female,40,5,High School,2/23/2003,FALSE,Sales,150762
8872,"Morgan, Merry",Female,29,5,Master's,2/23/2012,FALSE,Corporate,133683
3761,"al-Akbari, Abdur Razzaaq",Male,38,9,Associate's,2/23/2004,FALSE,Operations,138483
6066,"Chu, Kevin",Male,49,6,Bachelor's,2/23/1990,FALSE,Operations,139382
3470,"el-Omer, Mardiyya",Female,30,8,Bachelor's,2/23/2010,FALSE,Sales,135190
9106,"el-Mansouri, Shaqeeq",Male,63,6,Bachelor's,2/23/1978,TRUE,Engineering,
3595,"Pitones, Danielle",Female,43,6,Associate's,2/23/1998,FALSE,Operations,125898
6081,"Weiss, Robyn",Female,49,7,Ph.D,2/23/1992,FALSE,Engineering,180513
2442,"Reed, Amelia",Female,35,4,Ph.D,2/23/2003,FALSE,Engineering,143132
2007,"Gloyd, Canteskuya",Female,29,4,Associate's,2/23/2011,FALSE,Operations,73539
3598,"Washington III, Thomas",Male,31,6,Master's,2/23/2011,FALSE,Accounting,172211
3762,"Hill, Kyree",Male,53,6,Associate's,2/23/1989,FALSE,Human Resources,168084
8968,"Jallow, Naomi",Female,51,7,Master's,2/23/1991,FALSE,Sales,167121
9216,"Navarrete, Delicia",Female,63,7,High School,2/23/1978,FALSE,Operations,139337
6948,"Williams, Brittany",Female,63,7,Associate's,2/23/1976,FALSE,Sales,168128
3040,"Brutout, Billye",Female,53,5,High School,2/23/1989,FALSE,Operations,148672
6328,"el-Hassan, Ramalaan",Male,49,10,Ph.D,2/23/1994,FALSE,Engineering,217738
6031,"Dixon, Malik",Male,47,10,High School,2/23/1993,FALSE,Operations,129315
7860,"el-Rasheed, Aarif",Male,36,7,Master's,2/23/2007,FALSE,Corporate,196091
9452,"Bentley, Christian",Male,57,7,Ph.D,2/23/1983,FALSE,Corporate,240696
4026,"Maring, Amy",Female,35,8,Bachelor's,2/23/2006,FALSE,Human Resources,130564
6888,"Latham, Rachel",Female,39,10,Master's,2/23/2002,FALSE,Accounting,210191
9112,"Senthil Nathan, Khulan",Female,33,9,Bachelor's,2/23/2006,FALSE,Sales,142535
8368,"Lavender, Abigail",Female,61,7,Ph.D,2/23/1979,TRUE,Engineering,
1078,"Dock, Claudine",Female,52,4,Ph.D,2/23/1990,FALSE,Engineering,190724
4373,"Pasquale, Jenessa",Female,52,6,Ph.D,2/23/1991,FALSE,Engineering,184363
2948,"Matsushima, Patrick",Male,40,8,Ph.D,2/23/2001,FALSE,Engineering,165851
8500,"Jackson, Briana",Female,40,7,Associate's,2/23/2001,FALSE,Sales,131302
9185,"Mitchell, Javon",Male,46,2,Bachelor's,2/23/1996,FALSE,Sales,164393
6636,"Mocaer, Cody",Male,59,7,Bachelor's,2/23/1981,FALSE,Engineering,162706
4031,"The, Jennifer",Female,57,4,Ph.D,2/23/1984,FALSE,Engineering,190082
6068,"Thorpe, Jennifer",Female,44,8,Associate's,2/23/1998,FALSE,Operations,130000
4871,"Lee, Jason",Male,54,10,Master's,2/23/1986,FALSE,Sales,192297
1808,"Fishburn, Stevan",Male,36,10,High School,2/23/2005,FALSE,Operations,129856
7813,"Chidester, Julia",Female,45,8,Associate's,2/23/1996,FALSE,Operations,154841
4240,"Ortiz, Jase",Male,64,8,High School,2/23/1975,FALSE,Operations,146484
5128,"Cobarrubias, Taylor",Female,35,7,High School,2/23/2004,FALSE,Operations,90544
4193,"Martinez, Roy",Male,37,9,High School,2/23/2003,FALSE,Sales,165627
8324,"Bancroft, Isaiah",Male,25,7,Master's,2/23/2017,FALSE,Corporate,135935
4696,"el-Selim, Shareefa",Female,36,10,Master's,2/23/2006,FALSE,Engineering,141311
6169,"Golledge, Michael",Male,61,10,Bachelor's,2/23/1979,TRUE,Engineering,
